timestamp,snapshot_date,universe_raw,universe_after_liquidity,quality_gate,universe_after_quality_gate,regime,picks
2026-09-18T19:01:13.067842,2026-09-18,2647,1485,"{'before': 1485, 'after': 536, 'rejection_breakdown': {'ROCE >= 12': 753, 'D/E <= 1': 547, 'CFO last yr +': 522, 'Promoter drop <= 2pp': 44, 'MarketCap >= ₹500 Cr': 304, '_fetched_ok': -2673}}",536,"{'state': 'RISK_NEU', 'raw_state': 'RISK_NEU', 'score': 2, 'triggers': {'Trend': '✓', 'Breadth': '✗', 'VIX': '✓'}, 'mean_close': 2470.3326, 'mean_200dma': 2389.939146031572, 'breadth_above_50dma': np.float64(0.35439449169704335), 'vol_proxy_ann': 0.12771185839635577, 'vol_measure': 'index_level_equal_weighted_top100', 'pending_state': None, 'pending_count': 0, 'debounce_note': 'stable'}","['RADICO', 'SONACOMS', 'LALPATHLAB', 'NEULANDLAB', 'DIVISLAB', 'SUNDRMFAST', 'SJS', 'BOSCHLTD', 'MEDANTA', 'SHINDL', 'MOTHERSON', 'LAURUSLABS', 'NESTLEIND', 'BAJAJ-AUTO', 'SUPRAJIT']"
